anime_name,stats,mal_id,mal_link,detail_link,image_url
,,,,,
Aldnoah Zero S2,"{'Length (in words)': '17977', 'Words (per minute)': '64.2', 'Unique words': '3662', 'Unique words (used once)': '2001', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '13.0', 'Unique kanji': '1248', 'Difficulty': '9/10'}",27655,https://myanimelist.net/anime/27655/AldnoahZero_2nd_Season,anime/80/aldnoah-zero-s2,https://cdn.myanimelist.net/images/anime/10/71297.jpg
,,,,,
ClassicaLoid,"{'Length (in words)': '47614', 'Words (per minute)': '77.7', 'Unique words': '6348', 'Unique words (used once)': '3214', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '10.3', 'Unique kanji': '1519', 'Difficulty': '9/10'}",31157,https://myanimelist.net/anime/31157/ClassicaLoid,anime/214/classicaloid,https://cdn.myanimelist.net/images/anime/10/82320.jpg
,,,,,
Rokudenashi Majutsu Koushi to Akashic Records,"{'Length (in words)': '26916', 'Words (per minute)': '92.1', 'Unique words': '4360', 'Unique words (used once)': '2215', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '14.9', 'Unique kanji': '1249', 'Difficulty': '9/10'}",32951,https://myanimelist.net/anime/32951/Rokudenashi_Majutsu_Koushi_to_Akashic_Records,anime/205/rokudenashi-majutsu-koushi-to-akashic-records,https://cdn.myanimelist.net/images/anime/8/85593.jpg
,,,,,
Black Lagoon - The Second Barrage,"{'Length (in words)': '24043', 'Words (per minute)': '85.6', 'Unique words': '4798', 'Unique words (used once)': '2808', 'Unique words (used once %)': '58%', 'Unique words (per minute)': '17.0', 'Unique kanji': '1321', 'Difficulty': '9/10'}",1519,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage,anime/218/black-lagoon-the-second-barrage,https://cdn.myanimelist.net/images/anime/3/83748.jpg
,,,,,
Log Horizon,"{'Length (in words)': '49857', 'Words (per minute)': '81.5', 'Unique words': '6495', 'Unique words (used once)': '3218', 'Unique words (used once %)': '49%', 'Unique words (per minute)': '10.6', 'Unique kanji': '1458', 'Difficulty': '9/10'}",17265,https://myanimelist.net/anime/17265/Log_Horizon,anime/706/log-horizon,https://cdn.myanimelist.net/images/anime/5/84004.jpg
,,,,,
Panty & Stocking with Garterbelt,"{'Length (in words)': '24850', 'Words (per minute)': '79.7', 'Unique words': '4605', 'Unique words (used once)': '2451', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '14.7', 'Unique kanji': '1234', 'Difficulty': '9/10'}",8795,https://myanimelist.net/anime/8795/Panty___Stocking_with_Garterbelt,anime/390/panty-stocking-with-garterbelt,https://cdn.myanimelist.net/images/anime/12/73643.jpg
,,,,,
Inazuma Eleven GO Chrono Stone,"{'Length (in words)': '73820', 'Words (per minute)': '51.8', 'Unique words': '6154', 'Unique words (used once)': '2761', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '4.3', 'Unique kanji': '1355', 'Difficulty': '9/10'}",13261,https://myanimelist.net/anime/13261/Inazuma_Eleven_Go__Chrono_Stone,anime/620/inazuma-eleven-go-chrono-stone,https://cdn.myanimelist.net/images/anime/1619/94705.jpg
,,,,,
Magi: Sinbad no Bouken (TV),"{'Length (in words)': '23922', 'Words (per minute)': '77.0', 'Unique words': '3749', 'Unique words (used once)': '1948', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '12.0', 'Unique kanji': '1193', 'Difficulty': '9/10'}",31741,https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV,anime/276/magi-sinbad-no-bouken-tv,https://cdn.myanimelist.net/images/anime/10/78783.jpg
,,,,,
Gyakuten Saiban S2,"{'Length (in words)': '49607', 'Words (per minute)': '47.4', 'Unique words': '5459', 'Unique words (used once)': '2540', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '5.2', 'Unique kanji': '1297', 'Difficulty': '9/10'}",37490,https://myanimelist.net/anime/37490/Gyakuten_Saiban__Sono_Shinjitsu_Igi_Ari_Season_2,anime/762/gyakuten-saiban-s2,https://cdn.myanimelist.net/images/anime/1861/91089.jpg
,,,,,
Boogiepop wa Warawanai (2019),"{'Length (in words)': '31712', 'Words (per minute)': '74.5', 'Unique words': '3862', 'Unique words (used once)': '1956', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '9.0', 'Unique kanji': '1097', 'Difficulty': '9/10'}",37451,https://myanimelist.net/anime/37451/Boogiepop_wa_Warawanai_2019,anime/257/boogiepop-wa-warawanai-2019,https://cdn.myanimelist.net/images/anime/1135/95454.jpg
,,,,,
One Punch Man S2,"{'Length (in words)': '23503', 'Words (per minute)': '82.5', 'Unique words': '4081', 'Unique words (used once)': '2229', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '14.3', 'Unique kanji': '1213', 'Difficulty': '9/10'}",34134,https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season,anime/1580/one-punch-man-s2,https://cdn.myanimelist.net/images/anime/1805/99571.jpg
,,,,,
Inazuma Eleven: Orion no Kokuin,"{'Length (in words)': '73034', 'Words (per minute)': '66.4', 'Unique words': '6419', 'Unique words (used once)': '2874', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '5.8', 'Unique kanji': '1379', 'Difficulty': '9/10'}",38235,https://myanimelist.net/anime/38235/Inazuma_Eleven__Orion_no_Kokuin,anime/632/inazuma-eleven-orion-no-kokuin,https://cdn.myanimelist.net/images/anime/1629/93729.jpg
,,,,,
Shuumatsu no Izetta,"{'Length (in words)': '18990', 'Words (per minute)': '62.6', 'Unique words': '3662', 'Unique words (used once)': '2059', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '12.0', 'Unique kanji': '1212', 'Difficulty': '9/10'}",33433,https://myanimelist.net/anime/33433/Shuumatsu_no_Izetta,anime/1558/shuumatsu-no-izetta,https://cdn.myanimelist.net/images/anime/7/82119.jpg
,,,,,
Ansatsu Kyoushitsu,"{'Length (in words)': '42011', 'Words (per minute)': '69.7', 'Unique words': '6406', 'Unique words (used once)': '3405', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '10.6', 'Unique kanji': '1453', 'Difficulty': '9/10'}",24833,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu,anime/134/ansatsu-kyoushitsu,https://cdn.myanimelist.net/images/anime/5/75639.jpg
,,,,,
Senki Zesshou Symphogear G,"{'Length (in words)': '20289', 'Words (per minute)': '65.8', 'Unique words': '3525', 'Unique words (used once)': '1887', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '11.4', 'Unique kanji': '1225', 'Difficulty': '9/10'}",15793,https://myanimelist.net/anime/15793/Senki_Zesshou_Symphogear_G,anime/158/senki-zesshou-symphogear-g,https://cdn.myanimelist.net/images/anime/2/86630.jpg
,,,,,
Shikabane Hime S2,"{'Length (in words)': '17414', 'Words (per minute)': '61.3', 'Unique words': '2562', 'Unique words (used once)': '1362', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '9.0', 'Unique kanji': '887', 'Difficulty': '9/10'}",5034,https://myanimelist.net/anime/5034/Shikabane_Hime__Kuro,anime/899/shikabane-hime-s2,https://cdn.myanimelist.net/images/anime/1125/105989.jpg
,,,,,
Akatsuki no Yona,"{'Length (in words)': '40692', 'Words (per minute)': '71.7', 'Unique words': '5177', 'Unique words (used once)': '2579', 'Unique words (used once %)': '49%', 'Unique words (per minute)': '9.1', 'Unique kanji': '1493', 'Difficulty': '9/10'}",25013,https://myanimelist.net/anime/25013/Akatsuki_no_Yona,anime/66/akatsuki-no-yona,https://cdn.myanimelist.net/images/anime/9/64225.jpg
,,,,,
Aldnoah Zero,"{'Length (in words)': '16289', 'Words (per minute)': '58.5', 'Unique words': '3485', 'Unique words (used once)': '1928', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '12.5', 'Unique kanji': '1252', 'Difficulty': '9/10'}",22729,https://myanimelist.net/anime/22729/AldnoahZero,anime/78/aldnoah-zero,https://cdn.myanimelist.net/images/anime/7/60263.jpg
,,,,,
Campione!,"{'Length (in words)': '24416', 'Words (per minute)': '79.9', 'Unique words': '3917', 'Unique words (used once)': '2030', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '12.8', 'Unique kanji': '1243', 'Difficulty': '9/10'}",12293,https://myanimelist.net/anime/12293/Campione__Matsurowanu_Kamigami_to_Kamigoroshi_no_Maou,anime/397/campione,https://cdn.myanimelist.net/images/anime/13/75662.jpg
,,,,,
Toaru Kagaku no Accelerator,"{'Length (in words)': '19788', 'Words (per minute)': '70.0', 'Unique words': '3566', 'Unique words (used once)': '1919', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '12.6', 'Unique kanji': '1139', 'Difficulty': '9/10'}",38480,https://myanimelist.net/anime/38480/Toaru_Kagaku_no_Accelerator,anime/763/toaru-kagaku-no-accelerator,https://cdn.myanimelist.net/images/anime/1160/99995.jpg
,,,,,
Senki Zesshou Symphogear GX,"{'Length (in words)': '21491', 'Words (per minute)': '69.7', 'Unique words': '3771', 'Unique words (used once)': '2025', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '12.2', 'Unique kanji': '1275', 'Difficulty': '9/10'}",21573,https://myanimelist.net/anime/21573/Senki_Zesshou_Symphogear_GX,anime/335/senki-zesshou-symphogear-gx,https://cdn.myanimelist.net/images/anime/9/86681.jpg
,,,,,
Kuroshitsuji,"{'Length (in words)': '37290', 'Words (per minute)': '63.7', 'Unique words': '6018', 'Unique words (used once)': '3287', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '10.2', 'Unique kanji': '1642', 'Difficulty': '9/10'}",4898,https://myanimelist.net/anime/4898/Kuroshitsuji,anime/623/kuroshitsuji,https://cdn.myanimelist.net/images/anime/5/27013.jpg
,,,,,
Shijou Saikyou no Deshi Kenichi OVA,"{'Length (in words)': '21906', 'Words (per minute)': '84.9', 'Unique words': '4211', 'Unique words (used once)': '2317', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '16.3', 'Unique kanji': '1193', 'Difficulty': '9/10'}",11813,https://myanimelist.net/anime/11813/Shijou_Saikyou_no_Deshi_Kenichi_OVA,anime/1445/shijou-saikyou-no-deshi-kenichi-ova,https://cdn.myanimelist.net/images/anime/1125/102421.jpg
,,,,,
Beelzebub,"{'Length (in words)': '99249', 'Words (per minute)': '67.7', 'Unique words': '9852', 'Unique words (used once)': '4672', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '6.7', 'Unique kanji': '1668', 'Difficulty': '9/10'}",9513,https://myanimelist.net/anime/9513/Beelzebub,anime/111/beelzebub,https://cdn.myanimelist.net/images/anime/3/28013.jpg
,,,,,
Code Geass Boukoku no Akito,"{'Length (in words)': '16933', 'Words (per minute)': '58.2', 'Unique words': '3284', 'Unique words (used once)': '1746', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '11.2', 'Unique kanji': '1099', 'Difficulty': '9/10'}",8888,https://myanimelist.net/anime/8888/Code_Geass__Boukoku_no_Akito_1_-_Yokuryuu_wa_Maiorita,anime/289/code-geass-boukoku-no-akito,https://cdn.myanimelist.net/images/anime/10/41401.jpg
,,,,,
Mouretsu Pirates,"{'Length (in words)': '52634', 'Words (per minute)': '84.5', 'Unique words': '6807', 'Unique words (used once)': '3351', 'Unique words (used once %)': '49%', 'Unique words (per minute)': '10.9', 'Unique kanji': '1459', 'Difficulty': '9/10'}",8917,https://myanimelist.net/anime/8917/Mouretsu_Pirates,anime/315/mouretsu-pirates,https://cdn.myanimelist.net/images/anime/13/36247.jpg
,,,,,
Yuusha-Ou GaoGaiGar Final,"{'Length (in words)': '11370', 'Words (per minute)': '43.5', 'Unique words': '2293', 'Unique words (used once)': '1203', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '8.7', 'Unique kanji': '869', 'Difficulty': '9/10'}",1382,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final,anime/216/yuusha-ou-gaogaigar-final,https://cdn.myanimelist.net/images/anime/1735/95499.jpg
,,,,,
Overman King Gainer,"{'Length (in words)': '50299', 'Words (per minute)': '77.3', 'Unique words': '5608', 'Unique words (used once)': '2875', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '8.6', 'Unique kanji': '1432', 'Difficulty': '9/10'}",1792,https://myanimelist.net/anime/1792/Overman_King_Gainer,anime/463/overman-king-gainer,https://cdn.myanimelist.net/images/anime/12/18535.jpg
,,,,,
Shikabane Hime,"{'Length (in words)': '18507', 'Words (per minute)': '60.1', 'Unique words': '2939', 'Unique words (used once)': '1531', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '9.5', 'Unique kanji': '998', 'Difficulty': '9/10'}",4581,https://myanimelist.net/anime/4581/Shikabane_Hime__Aka,anime/651/shikabane-hime,https://cdn.myanimelist.net/images/anime/10/20544.jpg
,,,,,
SKET Dance,"{'Length (in words)': '169054', 'Words (per minute)': '81.4', 'Unique words': '13343', 'Unique words (used once)': '5995', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '6.4', 'Unique kanji': '1843', 'Difficulty': '9/10'}",9863,https://myanimelist.net/anime/9863/SKET_Dance,anime/1492/sket-dance,https://cdn.myanimelist.net/images/anime/9/73974.jpg
,,,,,
Mushishi,"{'Length (in words)': '37941', 'Words (per minute)': '61.8', 'Unique words': '4865', 'Unique words (used once)': '2375', 'Unique words (used once %)': '48%', 'Unique words (per minute)': '7.9', 'Unique kanji': '1274', 'Difficulty': '9/10'}",457,https://myanimelist.net/anime/457/Mushishi,anime/754/mushishi,https://cdn.myanimelist.net/images/anime/2/73862.jpg
,,,,,
Cowboy Bebop,"{'Length (in words)': '32095', 'Words (per minute)': '50.5', 'Unique words': '5140', 'Unique words (used once)': '2731', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '8.0', 'Unique kanji': '1293', 'Difficulty': '9/10'}",1,https://myanimelist.net/anime/1/Cowboy_Bebop,anime/299/cowboy-bebop,https://cdn.myanimelist.net/images/anime/4/19644.jpg
,,,,,
Kengan Ashura,"{'Length (in words)': '20588', 'Words (per minute)': '69.2', 'Unique words': '4250', 'Unique words (used once)': '2333', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '14.2', 'Unique kanji': '1237', 'Difficulty': '9/10'}",36903,https://myanimelist.net/anime/36903/Kengan_Ashura,anime/352/kengan-ashura,https://cdn.myanimelist.net/images/anime/1421/100770.jpg
,,,,,
Ghost in the Shell 2: Innocence,"{'Length (in words)': '5497', 'Words (per minute)': '55.7', 'Unique words': '1871', 'Unique words (used once)': '1228', 'Unique words (used once %)': '65%', 'Unique words (per minute)': '18.9', 'Unique kanji': '914', 'Difficulty': '9/10'}",468,https://myanimelist.net/anime/468/Innocence,anime/305/ghost-in-the-shell-2-innocence,https://cdn.myanimelist.net/images/anime/10/75628.jpg
,,,,,
B: The Beginning,"{'Length (in words)': '16333', 'Words (per minute)': '53.9', 'Unique words': '3545', 'Unique words (used once)': '2041', 'Unique words (used once %)': '57%', 'Unique words (per minute)': '11.7', 'Unique kanji': '1147', 'Difficulty': '9/10'}",32827,https://myanimelist.net/anime/32827/B__The_Beginning,anime/116/b-the-beginning,https://cdn.myanimelist.net/images/anime/1564/90469.jpg
,,,,,
Chou Soku Henkei Gyrozetter,"{'Length (in words)': '75422', 'Words (per minute)': '53.1', 'Unique words': '7150', 'Unique words (used once)': '3178', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '5.0', 'Unique kanji': '1444', 'Difficulty': '9/10'}",14989,https://myanimelist.net/anime/14989/Chousoku_Henkei_Gyrozetter,anime/304/chou-soku-henkei-gyrozetter,https://cdn.myanimelist.net/images/anime/9/41937.jpg
,,,,,
Mahouka Koukou no Rettousei,"{'Length (in words)': '44224', 'Words (per minute)': '72.2', 'Unique words': '6323', 'Unique words (used once)': '3211', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '10.3', 'Unique kanji': '1456', 'Difficulty': '9/10'}",20785,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei,anime/726/mahouka-koukou-no-rettousei,https://cdn.myanimelist.net/images/anime/11/61039.jpg
,,,,,
K: Return of Kings,"{'Length (in words)': '22853', 'Words (per minute)': '72.3', 'Unique words': '4121', 'Unique words (used once)': '2289', 'Unique words (used once %)': '55%', 'Unique words (per minute)': '13.0', 'Unique kanji': '1165', 'Difficulty': '9/10'}",27991,https://myanimelist.net/anime/27991/K__Return_of_Kings,anime/668/k-return-of-kings,https://cdn.myanimelist.net/images/anime/6/76198.jpg
,,,,,
Durarara!!,"{'Length (in words)': '44590', 'Words (per minute)': '76.9', 'Unique words': '5280', 'Unique words (used once)': '2639', 'Unique words (used once %)': '49%', 'Unique words (per minute)': '9.1', 'Unique kanji': '1343', 'Difficulty': '9/10'}",6746,https://myanimelist.net/anime/6746/Durarara,anime/493/durarara,https://cdn.myanimelist.net/images/anime/10/71772.jpg
,,,,,
Digimon Adventure,"{'Length (in words)': '73096', 'Words (per minute)': '59.4', 'Unique words': '6704', 'Unique words (used once)': '3205', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '5.4', 'Unique kanji': '1248', 'Difficulty': '9/10'}",552,https://myanimelist.net/anime/552/Digimon_Adventure,anime/244/digimon-adventure,https://cdn.myanimelist.net/images/anime/10/11070.jpg
,,,,,
DARLING in the FRANXX,"{'Length (in words)': '40599', 'Words (per minute)': '70.5', 'Unique words': '4476', 'Unique words (used once)': '2142', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '7.7', 'Unique kanji': '1197', 'Difficulty': '9/10'}",35849,https://myanimelist.net/anime/35849/Darling_in_the_FranXX,anime/443/darling-in-the-franxx,https://cdn.myanimelist.net/images/anime/1614/90408.jpg
,,,,,
Gosick,"{'Length (in words)': '39094', 'Words (per minute)': '67.0', 'Unique words': '5096', 'Unique words (used once)': '2549', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '8.7', 'Unique kanji': '1339', 'Difficulty': '9/10'}",8425,https://myanimelist.net/anime/8425/Gosick,anime/661/gosick,https://cdn.myanimelist.net/images/anime/11/27906.jpg
,,,,,
Full Metal Panic! The Second Raid,"{'Length (in words)': '23741', 'Words (per minute)': '69.8', 'Unique words': '4671', 'Unique words (used once)': '2639', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '13.7', 'Unique kanji': '1269', 'Difficulty': '9/10'}",73,https://myanimelist.net/anime/73/Full_Metal_Panic_The_Second_Raid,anime/506/full-metal-panic-the-second-raid,https://cdn.myanimelist.net/images/anime/11/75261.jpg
,,,,,
Maoyuu Maou Yuusha,"{'Length (in words)': '25031', 'Words (per minute)': '81.1', 'Unique words': '4904', 'Unique words (used once)': '2686', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '15.8', 'Unique kanji': '1512', 'Difficulty': '9/10'}",14833,https://myanimelist.net/anime/14833/Maoyuu_Maou_Yuusha,anime/267/maoyuu-maou-yuusha,https://cdn.myanimelist.net/images/anime/4/46041.jpg
,,,,,
Guilty Crown,"{'Length (in words)': '27600', 'Words (per minute)': '49.7', 'Unique words': '4207', 'Unique words (used once)': '2235', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '7.5', 'Unique kanji': '1206', 'Difficulty': '9/10'}",10793,https://myanimelist.net/anime/10793/Guilty_Crown,anime/920/guilty-crown,https://cdn.myanimelist.net/images/anime/8/33713.jpg
,,,,,
Shijou Saikyou no Deshi Kenichi,"{'Length (in words)': '92795', 'Words (per minute)': '77.8', 'Unique words': '8115', 'Unique words (used once)': '3494', 'Unique words (used once %)': '43%', 'Unique words (per minute)': '6.8', 'Unique kanji': '1529', 'Difficulty': '9/10'}",1559,https://myanimelist.net/anime/1559/Shijou_Saikyou_no_Deshi_Kenichi,anime/1500/shijou-saikyou-no-deshi-kenichi,https://cdn.myanimelist.net/images/anime/9/75515.jpg
,,,,,
No Game No Life,"{'Length (in words)': '24908', 'Words (per minute)': '87.3', 'Unique words': '4342', 'Unique words (used once)': '2355', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '15.2', 'Unique kanji': '1232', 'Difficulty': '9/10'}",19815,https://myanimelist.net/anime/19815/No_Game_No_Life,anime/330/no-game-no-life,https://cdn.myanimelist.net/images/anime/1074/111944.jpg
,,,,,
Full Metal Panic!,"{'Length (in words)': '32860', 'Words (per minute)': '60.2', 'Unique words': '5724', 'Unique words (used once)': '3138', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '10.5', 'Unique kanji': '1459', 'Difficulty': '9/10'}",71,https://myanimelist.net/anime/71/Full_Metal_Panic,anime/503/full-metal-panic,https://cdn.myanimelist.net/images/anime/2/75259.jpg
,,,,,
Zero Kara Hajimeru Mahou no Sho,"{'Length (in words)': '21485', 'Words (per minute)': '76.1', 'Unique words': '3433', 'Unique words (used once)': '1762', 'Unique words (used once %)': '51%', 'Unique words (per minute)': '12.1', 'Unique kanji': '1130', 'Difficulty': '9/10'}",34176,https://myanimelist.net/anime/34176/Zero_kara_Hajimeru_Mahou_no_Sho,anime/467/zero-kara-hajimeru-mahou-no-sho,https://cdn.myanimelist.net/images/anime/5/85224.jpg
,,,,,
Infinite Dendrogram,"{'Length (in words)': '23177', 'Words (per minute)': '75.5', 'Unique words': '4007', 'Unique words (used once)': '2112', 'Unique words (used once %)': '52%', 'Unique words (per minute)': '13.0', 'Unique kanji': '1186', 'Difficulty': '9/10'}",38909,https://myanimelist.net/anime/38909/Infinite_Dendrogram,anime/663/infinite-dendrogram,https://cdn.myanimelist.net/images/anime/1715/104281.jpg
,,,,,
Black Bullet,"{'Length (in words)': '19643', 'Words (per minute)': '64.0', 'Unique words': '3746', 'Unique words (used once)': '2118', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '12.2', 'Unique kanji': '1210', 'Difficulty': '9/10'}",20787,https://myanimelist.net/anime/20787/Black_Bullet,anime/112/black-bullet,https://cdn.myanimelist.net/images/anime/1292/94693.jpg
,,,,,
Sonic X,"{'Length (in words)': '109157', 'Words (per minute)': '50.8', 'Unique words': '8617', 'Unique words (used once)': '3809', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '4.0', 'Unique kanji': '1522', 'Difficulty': '9/10'}",1816,https://myanimelist.net/anime/1816/Sonic_X,anime/1480/sonic-x,https://cdn.myanimelist.net/images/anime/3/13606.jpg
,,,,,
Shidonia No Kishi,"{'Length (in words)': '19245', 'Words (per minute)': '54.3', 'Unique words': '3037', 'Unique words (used once)': '1427', 'Unique words (used once %)': '46%', 'Unique words (per minute)': '8.5', 'Unique kanji': '1068', 'Difficulty': '9/10'}",19775,https://myanimelist.net/anime/19775/Sidonia_no_Kishi,anime/679/shidonia-no-kishi,https://cdn.myanimelist.net/images/anime/12/53257.jpg
,,,,,
Danball Senki,"{'Length (in words)': '55799', 'Words (per minute)': '41.9', 'Unique words': '5657', 'Unique words (used once)': '2544', 'Unique words (used once %)': '44%', 'Unique words (per minute)': '4.2', 'Unique kanji': '1296', 'Difficulty': '9/10'}",7081,https://myanimelist.net/anime/7081/Danball_Senki,anime/251/danball-senki,https://cdn.myanimelist.net/images/anime/1937/94703.jpg
,,,,,
Basilisk,"{'Length (in words)': '23562', 'Words (per minute)': '40.8', 'Unique words': '3664', 'Unique words (used once)': '1987', 'Unique words (used once %)': '54%', 'Unique words (per minute)': '6.3', 'Unique kanji': '1232', 'Difficulty': '9/10'}",67,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,anime/113/basilisk,https://cdn.myanimelist.net/images/anime/11/6793.jpg
,,,,,
Log Horizon S2,"{'Length (in words)': '47612', 'Words (per minute)': '77.8', 'Unique words': '6352', 'Unique words (used once)': '3183', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '10.3', 'Unique kanji': '1462', 'Difficulty': '9/10'}",23321,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season,anime/857/log-horizon-s2,https://cdn.myanimelist.net/images/anime/5/68097.jpg
,,,,,
Blood+,"{'Length (in words)': '62847', 'Words (per minute)': '52.5', 'Unique words': '6307', 'Unique words (used once)': '3176', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '5.2', 'Unique kanji': '1446', 'Difficulty': '9/10'}",150,https://myanimelist.net/anime/150/Blood_,anime/476/blood,https://cdn.myanimelist.net/images/anime/10/10183.jpg
,,,,,
Danball Senki Wars,"{'Length (in words)': '47869', 'Words (per minute)': '47.5', 'Unique words': '5378', 'Unique words (used once)': '2531', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '5.3', 'Unique kanji': '1305', 'Difficulty': '9/10'}",17917,https://myanimelist.net/anime/17917/Danball_Senki_Wars,anime/204/danball-senki-wars,https://cdn.myanimelist.net/images/anime/1574/94701.jpg
,,,,,
Battle Spirits: Double Drive,"{'Length (in words)': '71729', 'Words (per minute)': '45.9', 'Unique words': '4522', 'Unique words (used once)': '1871', 'Unique words (used once %)': '41%', 'Unique words (per minute)': '2.8', 'Unique kanji': '1246', 'Difficulty': '9/10'}",32670,https://myanimelist.net/anime/32670/Battle_Spirits__Double_Drive,anime/91/battle-spirits-double-drive,https://cdn.myanimelist.net/images/anime/13/79186.jpg
,,,,,
Samurai 7,"{'Length (in words)': '37831', 'Words (per minute)': '59.5', 'Unique words': '4695', 'Unique words (used once)': '2279', 'Unique words (used once %)': '48%', 'Unique words (per minute)': '7.3', 'Unique kanji': '1200', 'Difficulty': '9/10'}",166,https://myanimelist.net/anime/166/Samurai_7,anime/215/samurai-7,https://cdn.myanimelist.net/images/anime/1190/95421.jpg
,,,,,
Hero Bank,"{'Length (in words)': '80384', 'Words (per minute)': '56.9', 'Unique words': '7818', 'Unique words (used once)': '3698', 'Unique words (used once %)': '47%', 'Unique words (per minute)': '5.5', 'Unique kanji': '1518', 'Difficulty': '9/10'}",22099,https://myanimelist.net/anime/22099/Hero_Bank,anime/605/hero-bank,https://cdn.myanimelist.net/images/anime/13/59089.jpg
,,,,,
Angolmois: Genkou Kassenki,"{'Length (in words)': '20127', 'Words (per minute)': '70.9', 'Unique words': '3930', 'Unique words (used once)': '2203', 'Unique words (used once %)': '56%', 'Unique words (per minute)': '13.8', 'Unique kanji': '1226', 'Difficulty': '9/10'}",35834,https://myanimelist.net/anime/35834/Angolmois__Genkou_Kassenki,anime/273/angolmois-genkou-kassenki,https://cdn.myanimelist.net/images/anime/1469/95052.jpg
,,,,,
Inazuma Eleven,"{'Length (in words)': '173772', 'Words (per minute)': '49.1', 'Unique words': '9078', 'Unique words (used once)': '3665', 'Unique words (used once %)': '40%', 'Unique words (per minute)': '2.5', 'Unique kanji': '1555', 'Difficulty': '9/10'}",5231,https://myanimelist.net/anime/5231/Inazuma_Eleven,anime/794/inazuma-eleven,https://cdn.myanimelist.net/images/anime/1854/94704.jpg
,,,,,
Strike the Blood S3,"{'Length (in words)': '21988', 'Words (per minute)': '83.1', 'Unique words': '3736', 'Unique words (used once)': '2010', 'Unique words (used once %)': '53%', 'Unique words (per minute)': '14.1', 'Unique kanji': '1209', 'Difficulty': '9/10'}",37449,https://myanimelist.net/anime/37449/Strike_the_Blood_III,anime/912/strike-the-blood-s3,https://cdn.myanimelist.net/images/anime/1545/93427.jpg
,,,,,
Seikai no Monshou,"{'Length (in words)': '25251', 'Words (per minute)': '74.8', 'Unique words': '4278', 'Unique words (used once)': '2159', 'Unique words (used once %)': '50%', 'Unique words (per minute)': '12.6', 'Unique kanji': '1360', 'Difficulty': '9/10'}",290,https://myanimelist.net/anime/290/Seikai_no_Monshou,anime/184/seikai-no-monshou,https://cdn.myanimelist.net/images/anime/1493/94479.jpg
,,,,,
